Ident	P1	P1_r	P2_2	P3a1	P3a2	P3a3	P3a4	P3a5	P3a6	P3a7	P3a8	P4	P5	P6	P7a1	P7a2	P7a3	P7a4	P7a5	P7a6	P7a7	P7a8	P7a9	P7a10	P8	P9_1a1	P9_1a2	P9_1a3	P9_1a4	P9_1a5	P9_1a6	P9_1a7	P9_1a8	P9_1a9	P9_1a10	P9_1a11	P9_1a12	P9_2a1	P9_2a2	P9_2a3	P9_2a4	P9_2a5	P9_2a6	P9_2a7	P9_2a8	P9_2a9	P9_2a10	P9_2a11	P9_2a12	P10	control	P11	P12a1	P12a2	P12a3	P12a4	P12a5	P12a6	P12a7	P12a8	P12a9	P13	P14	P15	P16	P17	P18	P19	P20a1	P20a2	P20a3	P20a4	P20a5	P20a6	P20a7	P20a8	P20a9	P20a10	P20a11	P20a12	P21_1	P21_2	P21_3	P21_4	P21_5	P21_6	P21_7	P21_8	P21_9	P22_1	P22_2	P22_3	P23	P24a1	P24a2	P24a3	P24a4	P24a5	P24a6	P24a7	P24a8	P24a9	P24a10	P24a11	P24a12	P24a13	P24a14	P24a15	P25a1	P25a2	P25a3	P25a4	P25a5	P25a6	P25a7	P26_1	P26_2	P26_3	P27	P28	P29	P30	P31_1	P31_2	P31_3	P32	P33	P34	P34_DG	P35	P36	P35_DG	Nivel socioeconomico	P37
1620126748	36	4	2	1								1	2	5											5		1														1									1	3	1					1		1			2	6	2		3	2	2			1		1								3	4	3	4	3	4	3	3	3	1	2	2	3											1					1							2	2	2	3	1	3	2	Tolerante	Abierta	 	4	1	4	5	1	2	2	6	99
1620127147	36	4	13			1						2	3	5											5		1											1												4	3	3	1				1					1	8	2		1	3	3		1	1		1		1						1	3	1	3	2	3	2	2	2	2	2	2																				1	1			4	3	3	3	2	2	2	Diversidad	Empatia	Colectivos	3	4	9	8	1	2	2	2	6
1620129025	36	4	2	1								1	7	4											7		1												1											1	3	2					1					1	10	2		2	3	2	1	1	1	1	1		1	1	1	1			4	4	4	4	2	4	4	4	4	2	2	2																							1	5	4	5	1	1	2	2	Tolerancia	Libertad	Felicidad	3	4	9	8	3	2	3	4	8
1620199211	36	4	10			1						2	3	4											1		1																	1						2	3	3	1				1			1		2	9	1	1		2	2	1	1	1							1			1	3	3	4	1	2	2	2	2	1	1	2	1																1	1			1			2	3	3	3	1	1	1	Comprende	Accepta	Apoya	1	5	8	8	1	2	2	1	8
1620199224	36	4	10				1					2	3	5											5												1									1				3	3	2	1									2	5	1	2		2	3		1	1										3	3	3	3	3	3	3	3	3	2	2	2																				1				3	3	3	3	2	3	2	Abierta	Liberal	Libre	3	5	7	8	1	2	2	4	99
1620199355	36	4	11			1						2	3	4											5						1							1												6	3	1		1	1	1	1	1	1			3	6	2		1	2	3			1	1		1				1			3	2	1	4	1	2	3	1	3	1	1	1	3				1	1	1			1				1					1		1	1		3	3	2	3	2	2	2	Atencion	Aceptación	Humildad	4	1	8	8	6		7	6	2
1620199944	36	4	5			1	1					2	3	4											5		1												1											1	3	3									1	1	7	1	1		2	3	1	1	1	1	1	1	1	1	1	1			3	3	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	3	1	3	2	amigable	tolerante	cercana	1	5	8	8	1	1	1	2	5
1620200186	36	4	19			1						2	6	6											7					1								1												6	3	2	1		1	1	1	1	1			3	3	2		1	1	3	1	1								1	1		2	2	1	2	2	4	2	4	2	2	2	2																				1				4	2	4	2	1	2	2	Abierta	Amigable	Sociable	3	4	8	8	1	2	2	4	2
1620203595	36	4	10			1						2	5	6											2					1									1											1	3	3						1	1	1		1	0	1	1		1	2	1			1	1								1	3	3	3	1	1	3	1	2	1	1	2	3	1				1			1	1									1	1		1		1	1	1	3	3	2	2	Temor	Respeto	Tranquilidad	3	5	3	4	6		7	2	8
1620210643	36	4	1			1						1	4	10	1	1	1			1	1																														3	5	1		1	1	1		1			3	7	2		1	2	4												1	1	1	2	3	4	4	4	4	4	2	1	2	3					1			1			1					1			1				3	3	3	1	2	2	2	Libertad	Podemos	Izquierda	3	1	9	8	1	2	2	3	7
1620214733	36	4	10	1								1	3	4											5				1													1								3	3	4	1									1	9	2		1	4	2	1	1	1										1	2	4	4	3	4	3	3	3	2	2	2																	1				1			4	5	4	3	2	2	2	Cosmopolita	 	 	3	4	8	8	1	2	2	2	6
1620217221	36	4	3			1						2	4	4											5		1											1												1	3	2									1	2	8	2		3	2	3	1	1	1							1	1		3	5	3	3	2	5	3	2	2	1	2	2	3	1	1		1	1											1	1		1	1			2	2	2	3	5	3	2	Capital	Abierta	Falsa	3	4	7	8	1	2	2	2	99
1620219387	36	4	7			1						1	5	5											5			1																	1					3	3	2				1	1					2	7	2		1	3	3		1	1										2	1	3	2	2	2	3	3	3	2	1	2	2							1			1								1		1			2	3	6	2	2	2	2	Peligroso	Indiferente	Felicidades	4	1	3	4	1	2	2	6	6
1620425433	36	4	4			1						1	4	10	1	1				1	1																														3	5			1	1	1					3	6	2		3	2	4												1	2	3	2	3	3	4	4	4	4	2	1	2	3		1		1				1			1					1			1	1			5	3	3	3	2	3	2	chueca	orgullo	jorgejavierV	3	4	9	8	1	2	2	2	7
1620555990	36	4	15	1								1	3	6											7					1													1							3	3	1						1				2	3	2		1	4	2			1								1		1	2	2	2	2	2	3	3	3	2	2	2																	1			1				3	3	3	3	1	2	2	Orgullo	Libertad	Vida	4	3	8	8	1	2	2	1	6
1620571245	36	4	2		1							2	3	4											5		1												1											2	3	3					1			1		1	7	2		3	2	3	1	1	1										2	3	3	2	2	3	2	2	2	1	2	2	3	1									1		1				1	1						3	3	3	3	2	1	2	Abierta	Libre	Segura	3	4	10	8	1	2	2	2	7
1619882734	37	4	7			1						1	9	5											5	1												1												2	3	3									1	1	7	2		1	1	3		1	1										2	3	3	3	2	2	3	3	2	2	2	2																				1				1	3	2	3	2	2	2	Orgullo	Chueca	Libertad	4	1	9	8	1	2	2	5	4
1620080695	37	4	10	1								1	3	4											5			1																					1	2	3	1									1	1	5	2		2	3	3		1					1						2	4	2	4	2	3	3	4	3	1	2	2	3	1										1					1							2	1	1	3	2	2	2	Chueca	Orgullo	Transfobia	3	3	7	8	1	2	2	4	6
1620091022	37	4	9			1						1	5	5											7					1								1												1	3	3									1	1	8	2		1	3	2		1	1		1								5	3	3	4	3	3	3	3	3	1	2	2	2											1											1	4	4	4	3	2	3	2	Abriéndose cada vez	 	 	3	4	7	8	1	2	2	2	8
1620098384	37	4	19			1						1	4	3											1		1												1											2	3	2	1				1					2	6	2		3	3	3	1	1	1				1			1			1	2	4	4	1	3	2	3	2	1	1	2	2		1														1		1		1			4	4	4	3	3	1	1	respeto	sinceridad	tolerancia	3	4	5	6	1	2	2	3	5
1620112756	37	4	4	1								1	3	5											5					1								1												2	3	2	1				1					2	7	2		3	2	2		1	1										5	5	3	3	3	3	3	3	3	2	2	2																				1	1			4	5	4	5	2	3	2	Abierta	Amigable	Tolerante	4	3	8	8	1	2	2	2	99
1620115704	37	4	9							1		2	2	9											5	1												1												3	3	4									1	1	1	2		2	1	2			1										2	3	1	3	2	2	3	2	1	2	2	2																				1	1			3	3	2	3	2	2	2	-	 	 	4	2	4	5	1	2	2	2	99
1620123027	37	4	13		1							2	3	4											5							1								1										3	3	1	1	1		1	1			1		2	7	2		1	3	3	1	1	1		1			1		1			2	2	3	3	2	3	2	3	2	1	2	2	3											1	1				1			1	1			4	4	4	3	2	2	2	Amigable	 	 	1	4	8	8	1	2	2	2	99
1620141127	37	4	19	1								1	3	4											5					1									1											1	3	3		1								1	6	2		3	3	2	1	1	1	1	1	1	1			1			2	3	3	3	2	4	3	3	3	1	1	2	3		1									1					1	1						2	2	1	3	2	3	2	Multitud	Iguales	Amistad	3	4	4	5	1	2	2	4	5
1620153291	37	4	21	1								1	1	5											7					1								1												1	3	2									1	1	6	2		1	2	2		1	1		1								3	3	3	4	3	3	3	3	3	1	2	2	3											1											1	2	2	2	2	2	1	2	Abierto	Tolerante	Respetuoso	4	3	6	7	3	2	3	2	6
1620155156	37	4	13	1								1	4	4											3					1												1								2	3	3									1	1	8	2		3	2	2	1	1	1				1			1			5	3	3	3	2	3	3	2	3	2	2	2																	1			1				6	6	6	2	2	2	2	Abierta	Diversa	Tolerante	3	4	8	8	1	2	2	3	8
1620201948	37	4	15			1						2	4	5											5	1												1												1	3	3	1	1			1		1			1	8	1	1		1	4		1	1										2	2	2	4	2	3	2	3	2	2	2	2																	1	1		1				4	4	3	4	2	2	2	Abierta	Inclusiva	 	1	5	8	8	1	2	2	2	5
1620210818	37	4	10	1								1	3	4											5				1													1								4	3	3	1							1		1	8	2		2	3	2	1	1	1										1	1	3	3	2	4	3	3	3	2	2	2																				1	1			4	5	4	3	2	2	2	moderna	 	 	2	4	8	8	1	2	2	3	5
1620211527	37	4	1			1						1	5	4											5		1												1											1	3	4									1	1	9	1	1		1	3		1	1		1								1	2	2	1	1	1	1	2	2	2	2	2																	1					1		3	3	3	1	1	2	2	abierta	segura	 	1	5	8	8	1	2	2	2	9
1620218141	37	4	13			1						1	3	4											7		1												1											2	3	4					1		1	1		2	9	1	1		1	2	1	1	1	1			1			1			2	2	3	3	2	2	3	1	2	1	1	2	2		1						1				1							1	1			4	4	4	4	2	1	1	Tolerante	Principiante	Acogedora	2	5	7	8	1	2	2	2	5
1620221976	37	4	8			1						1	5	6											6		1												1											2	3	3				1						2	8	1	1		2	3		1											3	3	3	3	3	3	3	3	3	2	2	2																							1	4	4	4	2	2	3	2	Tolerante	Festiva	Amigable	1	5	8	8	1	2	2	2	7
1620426337	37	4	10	1								1	3	3											5		1																		1					1	3	2					1					2	7	2		1	3	3	1	1	1	1		1				1			2	2	3	4	1	3	3	1	2	2	1	2	1																1	1		1	1			2	2	2	4	2	2	2	Empatia	Ignorados	Miedo	4	1	4	5	1	2	2	5	4
1620526939	37	4	5			1						2	5	10						1																															3	2	1	1		1						3	6	1	5		3	3		1											1	3	2	2	2	4	4	3	3	2	2	2																				1				4	4	4	3	3	1	2	Amenazas en discotec	Tratado de manera diferente en el trabajo	Chueca	1	5	10	8	1	2	2	4	8
1619888536	38	4	9	1								1	3	5											5		1											1												2	3	3									1	2	2	2		2	4	3			1				1						5	5	3	3	3	3	3	3	3	2	2	2																							1	3	3	3	3	2	3	2	Libertad	 	 	4	1	8	8	3	2	3	7	99
1619889195	38	4	15		1							2	5	5											6		1												1											2	3	3					1			1		3	8	2		1	3	3		1								1			2	2	1	1	1	2	2	1	2	2	2	2																	1	1		1				3	3	3	3	2	2	2	abierta	integrada	plural	9	4	9	8	1	2	2	2	5
1619999856	38	4	15	1								1	3	4											5					1												1								2	3	2									1	1	9	2		2	2	2	1	1	1	1	1	1	1		1	1			3	3	4	4	3	3	3	3	3	2	2	2																	1			1	1			3	3	3	3	2	1	2	Tolerancia	Igualdad	Anonimato	3	4	6	7	1	2	2	2	7
1620129727	38	4	11	1								1	3	3											5					1										1										1	3	3					1					1	8	2		2	1	2	1	1	1	1						1			2	3	3	4	1	3	2	2	2	2	2	2																	1							2	2	2	4	3	2	2	Mercantilización	Heteronormativa	Turismo	4	3	2	3	1	2	2	2	8
1620130071	38	4	4			1						2	3	9											5		1												1											1	3	3									1	1	10	2		1	2	3	1	1	1										1	3	3	3	3	5	5	5	5	2	2	2																	1				1			3	3	3	3	3	2	2	Chueca	 	 	2	4	8	8	1	2	2	3	7
1620135230	38	4	2	1								1	3	5											5												1	1												2	3	3	1				1			1		1	7	2		2	1	2	1	1	1	1	1								1	5	2	3	2	2	3	1	2	2	2	2																				1	1			4	1	1	3	2	1	2	Pride	Chueca	Burbuja	3	4	3	4	1	1	1	4	6
1620135365	38	4	2	1		1						1	4	6											7					1											1									2	3	4									1	2	7	2		3	2	3		1	1		1								2	3	3	3	3	3	3	3	3	2	2	2																	1			1	1			2	3	2	3	2	3	2	Orgullo	Tolerancia	Abierto	3	1	6	7	1	2	2	5	3
1620151762	38	4	2	1		1						1	4	5											8		1																	1						2	3	2	1				1		1			1	6	2		2	2	2	1	1	1	1		1	1	1		1			5	4	3	4	3	3	3	3	3	2	2	2																		1		1				1	2	2	3	1	2	2	CAPITAL	ABIERTA	Oportunidad	3	4	8	8	1	2	2	2	8
1620210946	38	4	2			1						1	9	1											1					1												1								3	3	2							1			2	7	1	2		2	3	1												4	3	4	3	3	3	4	2	2	2	2	2																		1						3	2	4	2	2	2	2	negativa	exasperante	maliciosa	1	5	7	8	1	2	2	2	4
1620212714	38	4	6	1								1	4	5											5		1												1											3	3	3	1									2	7	2		3	3	3	1	1	1				1						2	3	4	4	2	3	3	2	3	2	2	2																							1	3	3	2	2	2	3	2	Aceptable	Diverso	Comprensiva	3	4	7	8	1	2	2	3	99
1620213139	38	4	7	1								1	3	4											5							1												1						3	3	3	1									2	7	2		1	4	2		1	1										1	2	3	3	2	4	3	3	3	2	2	2																	1			1	1			4	5	4	3	2	2	2	Tolerante	 	 	2	4	8	8	1	2	2	3	6
1620218319	38	4	13	1								1	3	4											1				1													1								3	3	3	1									2	7	2		1	4	2	1	1	1										1	2	4	3	3	4	3	4	3	2	2	2																	1	1		1	1			4	5	4	3	2	2	2	Innovadora	 	 	2	4	8	8	1	2	2	3	5
1620222601	38	4	6		1							2	2	6											7		1																						1	2	3	1		1		1	1	1	1			1	7	2		1	1	3	1	1	1								1		4	5	3	4	4	4	4	4	4	2	2	2																							1	5	5	5	2	1	2	2	libertad	igualdad	comprension	3	4	3	4	1	2	2	4	8
1620377698	38	4	16			1	1					2	5	5											5				1											1										2	3	2	1				1		1			2	4	2		3	3	3			1				1						3	3	3	3	2	2	3	2	3	2	2	2																	1			1	1			3	4	4	3	3	2	2	Movimiento	Visibilidad	Acciones	4	1	7	8	1	2	2	5	3
1620503181	38	4	10		1							2	3	4											5					1														1						3	3	3									1	1	8	2		3	4	2		1	1										1	3	3	3	3	4	3	4	3	2	2	2																	1				1			4	5	5	3	2	2	2	tolerante	 	 	3	4	8	8	1	2	2	3	5
1619881006	39	4	4			1						2	4	4											5						1							1												2	3	4	1									2	7	2		1	3	2			1										2	4	2	3	2	4	4	3	3	2	2	2																							1	4	4	2	3	2	2	2	Abierta	Soludaria	Generosa	4	1	6	7	3	2	3	6	1
1619918875	39	4	4				1					2	9	9											12												1												1	1	3	4									1	1	10	1	1		1	3												1	5	5	5	5	5	5	5	5	5	2	2	2																							1	5	5	5	1	1	1	2	diversidad	 	 	1	5	4	5	6		7	4	99
1620040734	39	4	2			1						1	5	6											5	1												1												1	3	2							1			1	10	2		2	1	3		1	1										3	3	3	4	3	4	4	3	4	2	2	2																							1	5	5	5	3	2	3	2	Orgullo	 	 	3	4	9	8	1	2	2	2	7
1620077774	39	4	15	1								1	3	4											5				1				1										1							1	3	2									1	1	7	2		2	2	3		1	1		1		1			1	1		1	5	3	4	3	3	3	2	2	1	2	2	3	1										1		1			1	1						3	2	4	5	2	1	2	Polifacética	Tolerante	Esforzada	3	1	8	8	1	1	1	4	3
1620088319	39	4	11	1								1	1	5											5							1									1									2	3	3									1	1	5	2		3	2	3	1	1	1	1	1	1	1	1	1	1	1		2	3	3	3	2	3	2	3	2	1	1	2	3												1				1							2	2	3	4	2	2	2	Abierta	Divertida	Multicultural	3	4	5	6	1	2	2	3	5
1620100614	39	4	7	1								1	2	4											5					1									1											1	3	3		1			1					1	9	2		3	3	3	1	1	1		1								2	5	3	3	3	3	3	3	3	1	1	2	3	1	1		1								1				1	1		1	1			4	6	3	4	2	2	2	Tolerante	 	 	3	4	6	7	1	2	2	4	99
1620201789	39	4	2			1						2	4	5											5			1												1										2	3	2									1	2	8	2		1	3	2		1	1	1						1			3	3	2	4	2	3	4	3	2	2	2	2																	1							4	4	4	3	2	2	2	Orgullo	Chueca	 	4	1	7	8	1	2	2	5	4
1620208235	39	4	10	1								1	4	5											5				1													1								4	3	4	1							1		2	7	2		3	4	2		1	1										1	3	3	3	1	3	3	2	3	2	2	2																	1							3	3	3	3	2	2	2	Abierta	 	 	3	4	7	8	1	2	2	3	5
1620217275	39	4	2			1	1					1	4	4											5		1												1											2	3	2					1			1		2	8	1	2		2	2	1		1		1								2	2	2	2	2	3	3	3	2	1	1	2	2		1																		1			2	1	2	1	2	1	1	Honor	 	 	1	5	9	8	1	2	2	2	9
1620221526	39	4	17			1						2	4	5											5				1												1									2	3	3									1	1	9	2		1	2	3	1	1	1										5	4	3	3	3	3	4	2	3	2	2	2																				1		1		4	3	4	2	2	3	2	Tolerante	Inclusión	Oportunidad	3	4	4	5	3	2	3	6	3
1619880149	40	4	2	1								1	3	5											3		1															1								1	3	3									1	1	7	2		3	3	2	1	1	1		1			1		1			1	4	2	3	3	3	3	2	3	1	2	2	3	1	1								1		1				1							1	1	1	3	2	2	2	Libertad	Amistad	Amor	3	4	6	7	1	1	1	2	7
1619900397	40	4	21	1								1	2	5											5				1																				1	1	3	1									1	1	7	2		2	1	2	1	1	1		1			1		1			2	3	2	3	3	3	3	3	2	2	2	2																		1	1	1				4	4	3	4	1	2	2	Naturalidad	Abierta	Diversa	3	4	8	8	1	2	2	4	8
1620042117	40	4	8	1								1	3	5											5	1												1												2	3	2					1					2	7	2		2	3	3			1		1								2	3	2	3	3	4	3	4	3	2	2	2																	1							4	4	4	3	2	2	2	Tolerante	Ejemplo a seguir	Abierta	4	1	4	5	1	2	2	5	3
1620045648	40	4	6			1						2	6	6											12												1												1	1	3	4									1	1	6	2		2	4	3			1			1	1						1	3	1	3	1	2	2	1	1	2	2	2																	1							2	2	1	5	3	3	2	Desigual	 	 	4	3	8	8	1	2	2	2	99
1620045853	40	4	2	1								1	4	4											5					1	1		1				1			1	1		1	1						1	3	3					1			1		1	8	2		2	4	2	1	1	1		1		1						3	4	3	4	2	2	2	3	2	1	1	2	3									1		1					1	1		1				2	1	2	3	2	1	2	Paraíso	Tolerancia	Referente	4	1	5	6	3	2	3	7	1
1620097368	40	4	12			1						2	5	5											5	1												1												6	3	5				1	1	1				3	6	1	5		2	3			1				1						2	3	5	3	2	1	2	1	3	2	2	2																							1	2	4	2	3	2	2	2	Indiferencia	Oportunidades	Mercantilización	1	5	8	8	1	2	2	2	4
1620098157	40	4	14	1								1	4	5											5	1												1												2	3	2	1	1								1	7	2		2	3	2		1	1										2	3	3	3	3	4	3	4	3	2	2	2																	1			1	1			3	3	3	5	1	2	2	friendly	abierta	 	3	2	7	8	1	2	2	1	99
1620126738	40	4	13	1								1	4	5											5					1			1												1					2	3	2									1	1	9	2		2	2	3	1	1	1	1	1					1			1	3	2	4	4	4	4	4	3	1	2	2	3											1					1			1	1			1	1	1	3	1	3	2	Libertad	Cambio	Futuro preocupante	2	4	9	8	1	2	2	2	9
1620127941	40	4	8	1								1	4	4											1		1												1											1	3	2									1	1	7	2		2	4	3		1											5	5	5	3	3	4	3	3	3	2	2	2																							1	6	6	6	3	2	2	2	Diversidad	Tolerante	Liberta	5	2	5	6	3	2	3	2	99
1620151391	40	4	4	1								1	5	5											5					1									1											2	3	1								1		1	8	2		1	1	4	1		1		1					1			3	4	3	3	2	4	4	3	3	2	2	2																							1	2	3	2	4	2	2	2	Orgullo gay	Chueca	 	4	3	9	8	1	2	2	2	9
1620199253	40	4	2		1							2	4	5											5		1												1											2	3	4									1	1	10	1	1		1	3	1		1			1							2	3	4	4	3	4	4	4	3	2	2	2																							1	5	5	5	2	1	1	2	Orgullo	 	 	1	5	5	6	1	2	2	2	6
1620199305	40	4	9					1				2	6	5											1						1								1											3	3	3				1						1	5	2		2	4	3			1										2	3	3	2	4	3	4	3	3	2	2	2																	1							3	2	3	4	1	2	2	Libertad	Responsabilidad	Ánimo	1	1	6	7	1	2	2	4	2
1620203083	40	4	2			1						1	4	4											5												1												1	6	3	4									1	2	9	2		2	1	4												1	2	4	3	3	3	3	3	3	3	2	2	2																				1				3	3	3	2	2	3	2	Tolerante	Abierta	 	1	8	7	8	1	2	2	4	7
1620203858	40	4	21		1							2	3	4											5					1																		1		2	3	3	1									1	9	1	1		2	3			1			1							2	2	3	4	2	3	4	1	4	2	2	2																							1	3	3	2	4	1	1	2	Bastante tolerante	amigable	Segura	1	5	8	8	1	2	2	1	6
1620203976	40	4	5		1							2	3	2											1		1														1									2	3	2									1	1	10	2		1	1	2			1	1	1					1			2	2	4	4	3	3	3	3	3	2	2	2																							1	2	1	1	3	1	1	2	Orgullo	Como en casa	Abiertos	2	4	7	8	1	2	2	1	9
1620210665	40	4	4			1						1	5	5											6				1		1													1		1				3	3	2	1	1		1	1		1			2	6	1	5		4	3		1	1				1						3	3	2	2	3	3	4	3	4	1	1	2	2			1	1							1	1							1	1			4	4	4	5	2	3	2	Aumentando	Tileranci	 	1	5	8	8	1	2	2	1	9
1620210902	40	4	4	1								1	5	7											5	1												1												1	3	4				1						1	5	2		1	4	3		1			1								4	4	4	4	4	4	4	4	4	2	2	2																							1	5	5	5	1	1	2	2	Amigable	Amable	Inclusiva	3	4	6	7	1	2	2	3	7
1620464021	40	4	1			1						2	4	4											5					1												1								1	3	3	1			1		1				2	9	1	1		1	2	1	1	1	1	1	1	1	1	1	1			3	3	3	3	3	3	3	3	3	2	1	2	2			1								1					1			1				2	2	2	5	3	1	1	esperanza	aceptacion	libertad	1	5	9	8	1	2	2	1	7
1619880686	41	4	15			1						1	6	6											5			1											1											2	3	2	1				1					1	8	2		2	2	3	1	1	1										2	3	3	4	1	4	3	3	2	2	2	2																							1	5	5	4	3	1	2	2	Abierta	Acogedora	 	3	4	8	8	1	2	2	1	6
1619987886	41	4	12		1							2	4	4											6				1																				1	1	3	3									1	1	8	2		1	1	2	1	1	1	1	1	1		1	1	1			3	5	5	3	2	3	3	3	3	2	2	2																							1	5	5	4	5	2	3	2	Chueca	Orgullo gay	 	4	1	3	4	1	2	2	6	99
1620051799	41	4	9	1								1	3	5											5		1												1	1										1	3	2		1		1	1			1		1	7	2		2	1	3	1	1	1		1			1		1			1	3	2	3	2	2	2	2	1	2	2	2																	1				1			4	2	5	3	1	2	2	Abierta	Fácil	Segura	4	1	8	8	1	2	2	4	6
1620076186	41	4	4			1						1	3	5											5	1												1												3	3	3			1	1	1		1			2	7	1	5		3	4		1	1		1								2	3	3	4	3	4	3	4	3	2	2	2																	1			1				3	3	3	2	1	2	2	Chueca	Fiestas	Tolerante	3	5	8	8	1	2	2	2	7
1620137717	41	4	2	1								1	1	4											12		1			1									1											1	3	4									1	1	7	2		2	2	2	1	1	1	1	1	1	1	1	1	1	1		3	3	3	4	3	4	4	3	3	2	2	2																							1	3	3	3	3	1	3	2	Chueca	Lavapiés	Malasaña	3	4	8	8	1	1	1	2	6
1620139502	41	4	11	1								1	3	5											5					1											1									1	3	3									1	1	8	2		3	2	3	1	1	1	1	1		1	1		1			2	4	2	3	3	4	3	2	3	2	2	2																	1				1			2	2	2	3	1	2	2	Amigable	Receptiva	Divertida	4	1	7	8	1	2	2	5	5
1620145316	41	4	7			1						2	5	5											5										1												1			2	3	3	1		1	1	1		1			3	8	2		1	2	2	1	1	1	1	1		1	1	1	1			3	4	2	4	3	3	4	5	3	2	2	2																	1			1				5	5	5	5	1	2	2	ORGULLO	FIESTA	TOLERANCIA	7	1	9	8	1	2	2	5	3
1620211602	41	4	11			1						1	4	4											5		1												1											2	3	3									1	1	7	2		1	1	3	1	1	1		1	1	1						2	4	4	4	4	4	3	4	4	2	2	2																							1	3	3	3	2	1	2	2	Apertura	Tolerancia	Amistad	3	4	8	8	1	2	2	2	6
1620221205	41	4	21			1						2	5	10	1	1																																			3	4									1	1	4	2		2	4	4											1		1	2	1	2	1	3	3	1	4	2	2	2																							1	3	5	5	1	1	1	2	Diversidad	Oportunidad	Multitud	3	4	9	8	3	2	3	6	2
1620573521	41	4	18			1						1	4	4											1		1															1								3	3	2	1			1				1		2	6	1	2		3	3	1	1	1							1			2	4	3	3	2	4	3	2	3	1	1	2	2		1	1			1					1						1		1				4	4	3	2	2	1	1	Abierta	Multicultural	Amplitud	1	5	8	8	1	2	2	2	6
1620088712	42	4	21	1								1	5	5											7					1				1								1				1				1	3	4									1	1	7	2		2	1	3		1	1	1	1	1	1	1		1			2	3	3	3	3	4	3	4	2	2	2	2																							1	3	3	3	4	2	3	2	Abierta	Amigable	Avanzando	2	4	8	8	1	2	2	4	5
1620125896	42	4	21	1								1	3	5											10		1					1						1												1	3	3									1	1	10	2		2	2	3	1	1	1	1						1			3	4	4	4	2	4	4	5	3	2	2	2																							1	2	2	2	2	1	1	2	acogedora	abierta	transparente	3	3	6	7	1	2	2	2	6
1620128079	42	4	12	1								1	5	5											5				1												1									1	3	1									1	1	9	2		2	3	3	1	1	1		1	1	1	1	1	1			3	3	3	3	3	3	2	2	2	1	1	2	2											1					1	1						2	2	2	3	3	2	2	Regular	Creciente	Regulr	3	1	7	8	1	2	2	5	2
1620129138	42	4	10			1						2	5	10								1																													3	1			1		1	1	1			3	2	2		1	3	4												1	2	5	3	3	4	2	3	5	4	2	2	2																							1	4	4	4	1	2	2	2	BUENA	TOLERANTE	AMABLE	4	1	9	8	1	2	2	5	3
1620199268	42	4	18				1					2	9	10										1																											3	5				1						5	0	2		2	1	4												1	5	5	5	5	5	5	5	5	5	2	2	2																							1	6	6	6	5	5	3	2	Libre	 	 	3	1	8	8	3	2	3	5	3
1620202310	42	4	21	1								1	3	5											5					1								1												1	3	2									1	1	8	2		2	2	3	1	1	1	1									2	3	3	4	5	4	4	3	3	2	2	2																							1	2	2	2	2	1	3	2	Abierta	Transparente	Humana	3	3	6	7	1	2	2	2	6
1620202398	42	4	12			1						2	5	6											11	1												1												3	3	2									1	1	7	2		1	1	3		1								1	1		2	4	5	3	4	4	4	4	3	2	2	2																							1	5	5	1	2	1	1	2	Abierta	Amable	Comprensiva	3	4	4	5	1	2	2	4	7
1620210704	42	4	20	1								1	1	5											7							1						1												1	3	2									1	2	10	2		2	1	3		1	1	1	1			1					1	5	3	4	3	4	3	3	3	2	2	2																	1				1			3	3	3	3	2	2	2	Amigable	Abierta	Igualdad	3	4	8	8	1	2	2	2	5
1620211500	42	4	10			1						1	4	4											5							1											1							3	3	3						1				2	8	1	2		3	3	1	1	1				1						1	1	3	3	3	4	4	4	2	2	2	2																	1			1	1			4	4	4	2	1	1	1	Libertad	Igualdad	Respecto	2	5	6	7	1	1	1	5	5
1620217163	42	4	12			1						1	7	10						1																															3	2					1					3	5	1	5		4	4												1	2	3	2	3	4	4	4	4	4	2	2	2																							1	3	3	3	5	2	3	2	Aceptable	Entendido	De todo un poco	7	1	8	8	1	2	2	5	3
1620217645	42	4	9	1								1	6	6											5		1											1												1	3	1									1	2	7	2		2	3	3	1		1		1								5	4	3	4	3	4	4	4	4	2	2	2																							1	3	4	5	2	1	2	2	Libertad	Acogida	Respeto	3	4	10	8	1	2	2	4	4
1620409938	42	4	13		1							2	5	5											3												1			1										3	3	4									1	1	8	2		2	2	2	1	1	1	1	1		1	1		1			2	3	2	3	3	3	3	5	3	2	2	2																							1	2	2	5	2	2	3	2	Libertad	Tolerancia	Respeto	3	4	9	8	1	1	1	2	3
1620570789	42	4	11			1						1	4	5											5		1		1															1						2	3	3	1				1			1		2	7	1	2		3	3	1	1	1	1	1		1		1				2	3	3	3	2	4	3	2	2	1	2	2	2	1		1							1	1					1				1			3	3	3	3	2	1	1	Seguro	Vida	Amor	1	5	8	8	1	1	1	3	3
1619890944	43	4	2		1							2	5	5											5						1												1							1	3	3	1				1			1		1	8	2		2	3	3			1	1	1								2	3	2	3	3	2	3	2	1	1	2	2	3				1		1			1	1			1			1							1	1	1	3	3	2	2	Chueca	Cuidado	Parque temático	2	4	5	6	1	2	2	3	3
